guideline	'gaidlain	n. 指导路线, 方针, 指标; [经] 指导路线, 方针, 准则	ielts ky
guild	gild	n. 团体, 协会, 行业协会; [经] 同业公会	ielts
guile	gail	n. 狡猾, 狡计	gre toefl
guileless	'gailis	a. 不狡猾的, 诚实的	gre toefl
guillotine	'gilәti:n	n. 断头台, 截断机, 切除器; vt. 用断头台斩首, 用截断机切	gre
guilt	gilt	n. 罪行, 内疚; [法] 罪, 犯罪, 罪行	cet6 gre ky
guilty	'gilti	a. 犯罪的, 有过失的, 自觉有错的, 心虚的; [法] 有罪的, 犯罪的, 自觉有罪的	cet4 cet6 gk gre ky
guise	gaiz	n. 相似, 外观, 伪装; v. 穿戴, 伪装	gre toefl
guitar	gi'tɑ:	n. 吉他	cet6 gk ielts ky zk
gulch	gʌlʃ	n. 地沟, 冲沟	gre
gulf	gʌlf	n. 海湾, 深渊, 漩涡, 隔阂; vt. 吞没	cet4 cet6 ky toefl
gull	gʌl	n. 鸥, 易受骗之人, 呆子; vt. 欺诈, 骗	gre toefl
gullible	'gʌlibl	a. 易受骗的; [法] 易受骗的, 轻信的	gre
gully	'gʌli	n. 小峡谷, 排水沟	gre
gulp	gʌlp	vt. 吞, 大口大口地吸气, 吸收, 抑制; vi. 吞咽; n. 吞咽; [计] 字节组	gre toefl
gum	gʌm	n. 树胶, 橡皮, 橡皮糖, 牙床, 老天; vt. 涂以树胶, 用胶粘, 使有粘性; vi. 分泌树胶, 发粘	cet4 cet6 gre ky
gun	gʌn	n. 枪; [医] 枪	cet4 cet6 gk ky zk
gunpowder	'gʌnpaudә	n. 火药; [化] 有烟火药; 火药	cet4 cet6
guru	'guru:	n. 古鲁(印度教导师); [医] 柯拉子	gre
gush	gʌʃ	n. 涌出, 滔滔不绝地讲话; v. 涌出, 迸出, 滔滔不绝的讲话	gre ielts toefl
gusher	'^ʌʃә(r)	[经] 喷油井, 自喷井	gre
gust	gʌst	n. 突然一阵, 趣味, 爱好	cet6 gre ielts toefl
gustation	gʌs'teiʃәn	n. 尝味, 味觉; [医] 味觉, 尝味	gre
gustatory	'gʌstәtәri	a. 尝味的, 味觉的; [医] 味觉的, 味的	gre
gusto	'gʌstәu	n. 爱好, 嗜好, 由衷的高兴	gre
gusty	'gʌsti	a. 刮风的, 阵阵猛急的, 突发的, 津津有味的	toefl
gut	gʌt	n. 剧情, 内容, 内脏, 肚子, 海峡, 勇气; vt. 取出内脏, 毁坏...的内部	ky
gutless	'gʌtlis	a. 无胆量的	gre
gutter	'gʌtә	n. 排水沟, 槽, 贫民区; vt. 开沟于; vi. 流; [计] 装订线	cet6 gre
guttle	'gʌtl	v. 狼吞虎咽地吃喝	gre
guy	gai	n. 家伙, 支索; vt. 用支索撑住, 取笑, 嘲弄; vi. 逃跑	cet4 gre ielts ky
guzzle	'gʌzl	v. 狂饮, 暴食, 喝酒化掉(钱)	gre
gym	dʒim	n. +体育馆, 体育训练, 体育课, 体操	ielts zk
gymnasium	dʒim'neiziәm	n. 健身房, 体育馆; [医] 体育馆, 健身室, 运动场	cet4 cet6 ielts ky zk
gymnastic	dʒim'næstik	a. 体操的, 体育的	toefl
gymnastics	dʒim'næstiks	n. 体操, 体育; [医] 体操, 体育	gk toefl
gynaecocracy	,dʒaini'kɔkrәsi, ^ai-	n. 妇女当政, 女权政治	gre
gyrate	'dʒaireit	a. 旋涡状的; vi. 旋转, 不停地转动	gre
gyration	dʒai'reiʃәn	n. 旋回, 回转, 旋转; [医] 回旋, 环旋	toefl
ha	hɑ:	interj. 嘿, 哈, 哈哈	gk
habit	'hæbit	n. 习惯, 嗜好, 习性; vt. 使穿衣	cet4 cet6 gk ielts ky zk
habitable	'hæbitәbl	a. 适于居住的, 可居住的	gre
habitat	'hæbitæt	n. 栖息地, 居留地, 自生地, 聚集处; [医] 习生地, 产地, 生境, 栖所	gre ky toefl
habits		n. 习性；习惯（habit的复数）	ielts
habitual	hә'hitʃuәl	a. 习惯的, 惯常的, 平常的; [法] 习惯的, 以习惯为常业的, 惯常的	cet4 cet6
habituate	hә'bitjueit	vt. 使习惯于, 使熟习于	gre
hack	hæk	n. 劈, 砍, 砍痕, 出租车, 干咳, 晒架, 鹤嘴锄; vt. 劈, 砍, 出租, 用旧; vi. 劈, 砍, 干咳, 驾驶出租车; a. 出租的	gre
hackneyed	'hæknid	a. 使用过于频繁的, 常见的, 陈腐的	gre toefl
haft	hɑ:ft	n. 柄, 把手; vt. 装上柄	gre
haggard	'hægәd	n. 野鹰; a. 憔悴的, 形容枯槁的, 野性的	gre
haggle	hægl	vi. 争论, 杀价; vt. 乱砍, 乱劈; n. 杀价, 讨论, 争论	gre toefl
hail	heil	n. 冰雹, 致敬, 欢呼, 招呼; vt. 向...欢呼, 致敬, 招呼, 使象下雹样落下; vi. 招呼, 下雹; interj. 万岁, 欢迎	cet6 gre ielts ky toefl
hair	hєә	n. 头发, 毛发, 些微; [医] 毛, 发	gk zk
haircut	'hєәkʌt	n. 理发, (男子的)发式	cet4 cet6 gk
halcyon	'hælsiәn	n. 神翠鸟, 翡翠鸟; a. 宁静的, 平稳的, 翡翠鸟的	gre
hale	heil	a. 强壮的, 矍铄的, 健壮的; vt. 猛拉, 拖曳	gre
half	hɑ:f	n. 一半, 半场, 不完全; a. 一半的, 不完全的, 部分的, 半场的; adv. 一半地, 部分地, 在某种程度上地, 几乎	gk zk
halfhearted	'hɑ:f'hɑ:tid	a. 不认真的, 无兴趣的, 不热心的	gre
hall	hɒ:l	n. 门厅, 走廊, 会堂	cet4 cet6 gk ielts ky toefl zk
hallmark	'hɑ:lmɑ:k	n. 纯度检验证明, 品质证明; vt. 加盖纯度检验证明	gre toefl
hallow	'hælәu	vt. 使...神圣, 视为神圣; n. 圣徒	gre
hallowed	'hælәuid	a. 神圣化的, 神圣的	gre
hallucination	hә.lu:si'neiʃәn	n. 幻觉, 幻想; [医] 幻觉	gre
hallway	'hɔ:lwei	n. 门厅；玄关；走廊	toefl
halo	'heilәu	n. 晕轮, 光圈, 晕状物, 荣光; vt. 使有晕轮, 围以光环; vi. 成晕轮	gre
halt	hɒ:lt	n. 停止, 立定, 休息; vt. 使停止, 使立定; vi. 立定, 停止, 蹒跚, 踌躇, 有缺点; [计] 停止	cet4 cet6 ielts ky toefl
halting	'hɒ:ltiŋ	a. 跛的, 蹒跚的, 犹豫的	gre
halve	hɑ:v	vt. 二等分, 对半分享, 把...减半	cet6
ham	hæm	n. 火腿, 后腿, 笨拙演员; a. 过火的, 做作的; v. 演得过火	cet6 gk ky toefl zk
hamburger	'hæmbә:gә	n. 汉堡(德国港口), 肉饼, 汉堡包, 纯精牛肉, 汉堡牛排	cet4 cet6 gk ky toefl zk
hamlet	'hæmlit	n. 小村, 部落	toefl
hammer	'hæmә	n. 锤, 铁锤, 钉锤; vt. 锤打, 敲打, 钉; vi. 连续锤打; [计] 锤头	cet4 cet6 gk gre ky toefl
hamper	'hæpә	n. 食篮, 阻碍物, 食盒; vt. 阻碍, 使困累, 妨碍, 牵制	cet6 gre ielts ky toefl
hamstring	'hæmstriŋ	n. 后腿腱; vt. 切断腿腱使成跛腿, 使瘫痪	gre
hand	hænd	n. 手, 爪, 指针, 掌握, 协助, 人手, 手艺, 手迹, 支配, 插手; vt. 交给, 支持, 搀扶	gk ielts zk
handbag	'hændbæg	n. 手提包	gk zk
handball	'hændbɒ:l	n. 墙手球, 墙手球运动	ielts
handbook	'hænd,buk	n. 手册; [计] 手册	cet6 ielts ky
handcrafted	ˈhændkrɑ:ftɪd	v. 手工, 手艺( handcraft的过去式和过去分词 )	toefl
handedness	'hændidnis	[医] 左利或右利(偏于用一侧手工作)	toefl
handful	'hændful	n. 少数, 一把, 棘手事	cet4 cet6 gk ky toefl
handicap	'hændikæp	n. 障碍, 困难, 不利条件; vt. 加障碍于, 妨碍	cet6 ielts ky toefl
handicraft	'hændikræft	n. 手工艺, 手艺; [经] 手工业, 手工	toefl
handkerchief	'hæŋkәtʃif	n. 手帕, 头巾, 围巾	cet4 cet6 gk ky
handle	hændl	n. 柄, 把手, 把柄, 柄状物, 手感; vt. 触摸, 运用, 买卖, 处理, 操作; vi. 搬运, 易于操纵; n. 句柄; [计] 句柄	cet4 cet6 gk gre ky toefl
handling	'hændliŋ	n. 处理; a. 操作的	ielts
handout	'hændaut	n. 施舍物, 救济品, 分发的印刷品资料, 广告物品	cet6 ielts
hands-on		[计] 动手上机, 实际训练	toefl
handsome	'hænsәm	a. 英俊的, 大方的, 慷慨的, 相当可观的, 美观的, 灵敏的	cet4 cet6 gk ielts ky zk
handtruck	'hændtrʌk	n. 手推车,手推运货车	gk
handwriting	'hændraitiŋ	n. 笔迹	cet4 cet6 gk ky zk
handy	'hændi	a. 便利的, 敏捷的, 容易取得的; [化] 便于使用的; 易操作的	cet4 cet6 gk ielts ky toefl
hang	hæŋ	n. 悬挂, 诀窍, 意义; vt. 悬挂, 附着, 装饰, 垂下, 踌躇, 绞死, 使悬而未决; vi. 悬着, 垂下, 被绞死, 悬而不决	cet4 cet6 gk ielts ky toefl zk
hangar	'hæŋә	n. 棚厂, 飞机库	gre
hangdog	'hæŋdɒg	a. 鬼鬼祟祟的, 卑躬屈膝的, 低贱的; n. 卑微的人	gre
hankering	'hæŋkәriŋ	n. 渴望, 切望	gre
haphazard	hæp'hæzәd	n. 偶然性, 偶然事件; a. 无计划的, 偶然的, 随便的; adv. 偶然地	gre ielts toefl
happen	'hæpәn	vi. 发生, 发生, 恰巧	cet4 gk ky zk
happily	'hæpili	adv. 幸福地, 快乐地, 幸好	gk
happiness	'hæpinis	n. 快乐, 幸运, 适当	cet4 gk
happy	'hæpi	a. 快乐的, 幸福的, 愉快的, 恰当的	gk zk
harangue	hә'ræŋ	n. 演讲, 热烈讨论, 长篇大论, 夸夸其谈; vt. 向...夸夸其谈地讲话	gre
harass	'hærәs	vt. 使困扰, 使烦恼, 折磨	gre ielts ky toefl
harassment	'hærәsmәnt	n. 困扰, 烦扰, 烦恼; [法] 折磨, 骚扰, 侵扰	ielts ky
harbinger	'hɑ:bindʒә	n. 通告者, 预告者, 先驱, 预兆; vt. 预告, 充做...的前驱	gre
harbor	'hɑ:bә	n. 港, 避难所; v. 庇护, 藏匿, (使)入港停泊	cet6 gre ielts ky toefl
harbour	'hɑ:bә	n. 港, 避难所; v. 庇护, 藏匿, (使)入港停泊	cet4 cet6 gk ielts
hard	hɑ:d	a. 坚硬的, 硬的, 难的, 艰苦的, 困难的, 坚固的, 猛烈的, 艰难的, 结实的, 确实的; adv. 坚硬地, 努力地, 辛苦地, 接近地, 猛烈地, 牢固地	gk ielts zk
hard-working		(hard-work 的现在分词) 努力工作；[劳经] 繁重的工作	ielts
hardbitten	ˌhɑ:dˈbɪtn	a. 顽强的, 坚韧的	gre
harden	hɑ:dn	vt. 使变硬, 使坚强, 使冷酷; vi. 变硬, 变冷酷	cet4 cet6 gre ky toefl
hardheaded	'hɑ:d'hedid	a. 不易激动的, 冷静的, 脚踏实地的, 无懈可击的	gre toefl
hardihood	'hɑ:dihud	n. 胆大无敌, 刚毅, 厚颜, 强壮	gre
hardly	'hɑ:dli	adv. 刚刚, 几乎不, 勉强是	cet4 cet6 gk ky toefl zk
hardness	'hɑ:dnis	n. 坚硬, 困难, 严厉, 勇气; [化] 硬度	toefl
hardship	'hɑ:dʃip	n. 艰难, 辛苦, 苦难; [法] 受苦, 吃苦, 苦难	cet4 cet6 gk ky toefl
hardware	'hɑ:dwєә	n. 硬件, 五金器具, 零件; [计] 硬件	cet4 cet6 ielts ky toefl
hardworking	'hɑ:d.wә:kiŋ	a. 苦干的, 不辞辛劳的	gk
hardy	'hɑ:di	a. 难的, 艰苦的, 坚硬的, 勇敢的; adv. 努力地, 辛苦地, 坚硬地	cet6 gre ielts toefl
hare	hєә	n. 野兔; vi. 飞跑	cet4 cet6
harm	hɑ:m	n. 伤害, 害处; vt. 伤害, 损害	cet4 cet6 gk ky toefl
harmful	'hɑ:mful	a. 有害的, 伤害的	cet4 cet6 gk ielts toefl
harmless	'hɑ:mlis	a. 无害处的, 未受损害的, 无辜的, 无恶意的; [法] 无害的, 无恶意的, 无损害的	gk toefl
harmonic	hɑ:'mɒnik	a. 和谐的, 音乐般的, 和声的; n. 泛音, 谐波	toefl
harmonica	hɑ:'mɒnikә	n. 口琴, 玻璃钟琴; [医] 氢气发音管	toefl
harmonious	hɑ:'mәuniәs	a. 和睦的, 调和的, 和谐的, 协调的	cet6 toefl
harmonize	'hɑ:mәnaiz	vi. 协调, 以和声唱; vt. 使一致, 使和谐	toefl
harmony	'hɑ:mәni	n. 协调, 和睦, 调和; [电] 和声学	cet4 cet6 gk gre ielts ky toefl
harness	'hɑ:nis	n. 马具, 挽具状带子, 甲胄; vt. 给...上挽具, 驾驭, 披上甲胄, 利用...以产生动力	cet4 cet6 gre ielts ky toefl
harp	hɑ:p	n. 竖琴; vi. 弹奏竖琴, 不停地说	cet6 gre
harpoon	hɑ:'pu:n	n. 鱼叉; vt. 用鱼叉叉, 用鱼叉捕获	gre
harpsichord	'hɑ:psikɒ:d	n. 羽管键琴	gre
harridan	'hæridәn	n. 凶恶的老妇, 丑婆, 鬼婆	gre
harrow	'hærәu	n. 哈罗公学, 耙; vt. 耙掘, 伤害, 使苦恼; vi. 被耙松	gre toefl
harrowing	'hærәuiŋ	a. 痛心的, 悲惨的; [医] 神经纤维松解法	gre
harry	'hæri	vt. 掠夺, 使苦恼, 强使前行, 折磨, 骚扰	gre toefl
harsh	hɑ:ʃ	a. 粗糙的, 刺耳的, 严厉的; [法] 粗糙的, 严厉的, 苛刻的	cet4 cet6 gre ielts ky toefl
harshly	'hɑ:ʃli	adv. 粗糙地, 粗暴地, 刺耳地	gre
harshness	'hɑ:ʃnis	n. 粗糙事物, 刺耳, 严肃	toefl
harvest	'hɑ:vist	n. 收获, 成果, 收获物, 收获期; v. 收割, 收获	cet4 cet6 gk ky toefl
hassle	'hæsl	n. 激烈而持久的争论; vi. 争论; vt. 与...争辩, 使烦恼	cet6 gre
haste	heist	n. 匆忙, 急忙	cet4 cet6 ielts ky toefl
hasten	'heisn	vt. 催促, 加紧; vi. 赶快, 急忙	cet4 cet6 gre toefl
hasty	'heisti	a. 匆匆的, 轻率的, 性怠的	cet4 cet6 gre ielts ky toefl
hat	hæt	n. 帽子; vt. 给...戴帽子	gk ielts zk
hatch	hætʃ	n. 孵化, 舱口; vt. 孵, 孵出, 策划; vi. 孵化	cet4 cet6 gk gre ielts ky toefl
hatchery	'hætʃәri	n. 孵卵处	toefl
hatchet	'hætʃit	n. 斧头, 手斧, 战斧; [机] 小斧, 手斧	gre toefl
hatchling	'hætʃliŋ	n. 人工孵化的鱼苗或小鸟	toefl
hate	heit	n. 憎恨, 恨, 厌恶; vt. 憎恨, 憎恶; vi. 仇恨	cet4 cet6 gk ky zk
hateful	'heitful	a. 憎恨的, 可恨的, 可恶的	cet4 cet6
hatred	'heitrid	n. 憎恨, 仇恨, 憎恶; [法] 敌意, 憎恨, 憎恶	cet4 cet6 ky toefl
hats		abbr. 转换终端应用程序（Host Access Transformation Services）	ielts
haughty	'hɒ:ti	a. 傲慢的, 骄傲的, 崇高的	cet6 gre toefl
haul	hɒ:l	n. 用力拖拉, 拖运, 强拉, 捕获量, 拖运距离; vi. 拖, 拉, 改变方向, 改变主意; vt. 拖拉, 拖运	cet6 ielts ky toefl
haunt	hɒ:nt	n. 常到的地方, 生息地; vt. 常到, 出没于, 萦绕于; vi. 出没, 作祟	cet6 gre ielts toefl
haunted	'hɔ:ntid	a. 常出现鬼的, 闹鬼的	toefl
hauteur	әu'tә:	n. 傲慢；自大	gre
have	hæv	vt. 有, 怀有, 拿, 进行; aux. 已经	gk zk
haven	'heivn	n. 港, 避难所, 安息所; vt. 安置...于港中, 庇护, 入港	gre ielts toefl
havoc	'hævәk	n. 大破坏, 蹂躏; vt. 严重破坏	gre ielts
hawk	hɒ:k	n. 鹰, 掠夺者, 鹰派成员; vi. 放鹰行猎, 像鹰一般地袭击, 清嗓, 咳嗽; vt. 捕捉, 咳出, 兜售, 叫卖, 散播	cet4 cet6 gk gre ielts ky
hawker	'hɒ:kә	n. 饲鹰者, 以鹰行猎者, 叫卖小贩; [经] 推车叫卖小贩	gre
hawser	'hɒ:zә	n. 大缆, 系船索, 曳船索	gre
hay	hei	n. 干草; vt. 制干草, 供给干草; vi. 晒干草	cet4 cet6 gk ky toefl
hazard	'hæzәd	n. 冒险, 危险, 机会; vt. 冒...的危险, 赌运气, 使冒危险; [计] 相关危险; 冒险	cet4 cet6 gre ielts ky toefl
hazardous	'hæzәdәs	a. 危险的, 冒险的, 碰运气的; [法] 危险的, 冒险的, 碰运气的	cet6 gre ielts toefl
haze	heiz	n. 薄雾, 阴霾, 疑惑; vt. 使变朦胧, 使变糊涂; vi. 变朦胧, 变糊涂	toefl
hazel	'heizl	n. 榛子, 榛树, 淡褐色; a. 榛树的, 淡褐色的	toefl
hazy	'heizi	a. 朦胧的, 模糊的, 烟雾弥漫的	toefl
he	hi:	pron. 他; n. 男孩, 男人, 雄性动物	gk zk
head	hed	n. 头, 头脑, 领袖, 脑袋, 最前的部分; vt. 为首, 朝向, 前进, 用头顶; vi. 朝特定方向行进, (作物)结穗; a. 头的, 在顶端的, 主要的; [计] 磁头; 冲头	gk toefl zk
headache	'hedeik	n. 头痛, 令人头痛之事; [医] 头痛	cet4 cet6 gk ielts ky zk
heading	'hediŋ	n. 标题, 起始字, 方向; [计] 上标题	cet4 cet6 ielts ky
headline	'hedlain	n. 大标题, 新闻摘要; vt. 为...做标题, 写标题	cet4 cet6 gk ky
headlong	'hedlɒŋ	a. 头向前的, 仓猝而用力的, 轻率的; adv. 头向前地, 猛然地, 用力地	cet6 gre
headmaster	'hed'mɑ:stә	n. (中小学)校长, 监工	cet4 cet6 gk ielts ky
headmistress	'hed'mistris	n. (中小学)女校长	gk
headquarters	hed'kwɒ:tәz	n. 总部, 司令部, 总部人员; [经] 本部, 总部, 总署	cet4 cet6 ky toefl
headstrong	'hedstrɒŋ	a. 顽固的, 刚愎的, 任性的	gre ielts toefl
headteacher	hed'ti:tʃər	n. 中小学的校长	gk
headway	'hedwei	n. 前进, 航行速度, 进展; [经] 进尺, 钻井	gre
heal	hi:l	vi. 痊愈; vt. 使复原, 使和解, 治愈	cet4 cet6 gre ielts ky toefl
healing	'hi:liŋ	a. 治愈的, 恢复健康的; [计] 修复, 恢复	toefl
health	'helθ	n. 健康, 卫生, 蓬勃, 健康状态; [医] 健康	gk ielts zk
healthcare	'helθkεә	n. 医疗保健；卫生保健；健康护理, 健康服务	ielts
healthful	'helθful	a. 有益健康的, 使人健康的, 卫生的; [法] 有益健康的, 健康的, 卫生的	toefl
healthy	'helθi	a. 健康的, 有益健康的, 卫生的; [医] 健康的	gk zk
heap	hi:p	n. 堆, 许多, 累积; vt. 堆积, 装满; [计] 堆	cet4 cet6 gk ielts ky
hear	hiә	vt. 听到, 倾听, 听说, 审理; vi. 听见, 听	gk zk
hearing	'hiәriŋ	n. 听, 听觉, 听讯; [医] 听, 听觉	gk ielts ky
hearken	'hɑ:kәn	vi. 倾听	gre
hearsay	'hiәsei	n. 传闻, 谣言	gre toefl
heart	hɑ:t	n. 心, 心脏, 中心, 内心, 感情, 精神, 心情, 宝贝儿; vt. 鼓励	gk ielts zk
heartbeat	'hɑ:tbi:t	n. 心跳	ielts
hearten	'hɑ:tn	vt. 使振作, 激励; vi. 振作	gre
hearth	hɑ:θ	n. 炉床, 灶台, 炉边; [化] 锻造炉; 敞炉; 炉缸; 炉床; 火床; 炉膛	cet6
heartrending	'hɑ:t.rendiŋ	a. 令人心碎的, 悲惨的	gre
hearty	'hɑ:ti	a. 诚恳的, 健壮的, 热烈的, 丰盛的	cet6
heat	hi:t	n. 热, 热度, 体温, 高潮; vi. 加热, 激昂, 加剧; vt. 把...加热, 使激动	cet4 cet6 gk ky zk
heater	'hi:tә	n. 加热器, 灯丝, 加热工; [化] 加热器	cet6 ielts
heating	'hi:tiŋ	n. 加热, 供热, 暖气设备, 供暖系统, 暖气装置; a. 加热的, 供暖的	cet4 cet6
heave	hi:v	n. 举, 抛, 起伏, 鼓起; vt. 用力举起, 使举起, 使鼓起; vi. 抛出, 起伏, 喘息, 凸起	cet6 gre ielts ky toefl
heaven	'hevn	n. 天堂, 上帝, 天空	cet4 cet6 gk ky toefl zk
heavenly	'hevnli	a. 天上的, 神圣的, 天国似的	toefl
heavily	'hevili	adv. 很重地, 严重地, 难以忍受地	cet4 cet6 gk
heavy	'hevi	a. 重的, 巨大的, 沉重的, 笨重的, 过度的; adv. 沉重地; n. 重物, 严肃角色	gk ielts zk
heavy-handedness		笨手笨脚的	gre
heckle	'hekl	vt. 诘问, 以麻梳梳理, 激烈质问; n. 针排	gre
hectic	'hektik	a. 脸上发红, 发热的, 潮热的, 肺病的; n. 脸红, 潮热病人	gre ielts toefl
hector	'hektә	n. 威吓者, 虚张声势的人; vt.vi. 说大话, 吓唬, 折磨, 愚弄	gre
hedge	hedʒ	n. 树篱, 障碍, 套头交易; vt. 用树篱围, 套期保值, 妨碍, 两面下注以防...的损失; vi. 筑树篱, 躲闪, 两面下注以防损失; a. 树篱的, 偷偷摸摸的	cet4 cet6 gre ielts ky
hedgehog	'hedʒhɒg	n. 豪猪, 刺猬, 难交朋友的人, 防卫森严的阵地	gre
hedonic	hi:'dɒnik	a. 快乐的, 快乐论的; n. 快乐论	gre
hedonism	'hi:dәunizm	n. 快乐论, 享乐主义; [医] 享乐主义, 欢乐主义	gre
hedonist	'hi:dәunist	n. 快乐主义者, 享乐主义者	gre
heed	hi:d	n. 注意, 留心; v. 注意, 留心	gre toefl
heedless	'hi:dlis	a. 不注意的, 不留心的, 不谨慎的	toefl
heel	hi:l	n. 脚后跟, 踵, 后部, 倾侧; vt. 尾随, 装以鞋跟, 倾侧, 追赶; vi. 紧随, 用脚后跟传球	cet4 cet6 gk ky toefl
hegemony	hi:'dʒemәni	n. 霸权, 领导权, 支配权, 拥有支配权的政府; [法] 霸权, 盟主权	gre
height	hait	n. 高度, 海拔, 高地, 顶点; [化] 高度	cet4 cet6 gk ielts ky toefl zk
heighten	'haitn	vt. 增高, 提高, 加强; vi. 升高, 变大	cet6 ielts ky toefl
heinous	'heinәs	a. 可憎的, 令人发指的	gre
heir	єә	n. 继承人, 嗣子, 后嗣; [法] 继承人, 后嗣	cet4 cet6 gre ielts ky toefl
heirloom	'єәlum	n. 传家宝, 动产继承物; [法] 祖传动产, 传家宝	gre
helicopter	'helikɒptә	n. 直升机; vt. 由直升机运送; vi. 乘直升机	cet4 cet6 gk ielts ky
heliotrope	'hi:liәtrәup	n. 天芥菜属植物, 淡紫色; [化] 向阳植物; 鸡血石	gre
helium	'hi:liәm	n. 氦; [化] 氦	toefl
hell	hel	n. 地狱, 邪恶势力, 苦境, 阴间, 毁坏, 训斥; vi. 狂饮, 飞驰	cet4 cet6 ielts ky
hello	hә'lәu	interj. 喂, 嘿	gk zk
helm	helm	n. 舵, 驾驶盘, 枢机, 头盔; vt. 给...掌舵, 指挥, 给...戴头盔	gre
helmet	'helmit	n. 钢盔, 盔, 防护帽; vt. 给...戴头盔	cet4 cet6 gk gre ielts ky
helot	'helәt	n. 希洛人(古斯巴达奴隶), 奴隶, 农奴	gre
help	help	n. 帮忙, 帮助者, 补救办法, 有益的东西; vt. 帮助, 帮忙, 接济, 治疗, 款待; vi. 有用, 救命, 招待; [计] 帮助, 帮助程序; DOS外部命令: DOS命令的电子文件帮助程序	gk zk
helper	'helpә	n. 帮忙者, 有益的东西; [机] 助手	toefl
helpful	'helpful	a. 有帮助的, 有益的, 有用的	cet4 cet6 gk ky toefl zk
helpless	'helplis	a. 无助的, 无能为力的, 无依无靠的	cet4 cet6 toefl
helpline	ˈhelplaɪn	n. 热线服务电话	ielts
helve	helv	n. 柄; vt. 装柄于	gre
hem	hem	n. 边缘, 折边, 哼声; vt. 缝边, 包围, 关闭; vi. 做折边, 发哼声; interj. 哼	gre toefl
hemisphere	'hemisfiә	n. 半球, 地球的半面, 大脑半球; [医] 半球	cet6 gre ielts ky toefl
hemophilia	.hi:mә'filiә	n. 血友病	gre
hemorrhage	'hemәridʒ	n. 出血; [医] 出血	gre
hemostat	'hi:mәstæt	n. 止血钳子, 止血剂; [医] 止血器, 止血剂	gre
hen	hen	n. 母鸡, 雌禽	cet4 gk ky zk
hence	hens	adv. 因此, 从此	cet4 cet6 ielts ky toefl
henceforth	hens'fɒ:θ	adv. 自此以后, 今后	cet6 ielts ky
henpecked	'henpekt	a. 怕老婆的, 惧内的, 老婆当家的	gre
hens	henz	n. 母鸡( hen的名词复数 ); 雌禽	ielts
hepatitis	.hepә'taitis	n. 肝炎; [医] 肝炎	gre
her	hә:	pron. 她的, 她	gk zk
herald	'herәld	n. 使者, 传令官, 先驱; vt. 预报, 宣布, 传达, 欢呼	cet6 gre toefl
herb	hә:b	n. 药草, 香草; [医] 草, 草本, 草药	cet6 gk ielts ky toefl
herbaceous	hә'beiʃәs	a. 草本的, 叶状的, 绿色的; [医] 草的	gre
herbicide	'hә:bisaid	n. 除草剂; [化] 除草剂	gre
herbivorous	hә'bivәrәs	a. 食草的; [医] 草食的, 食草的	gre
herculean	,hә:kju:'ljәn	a. 魁梧有力的	toefl
herd	hә:d	n. 兽群, 人群, 牧人; vt. 群集, 使成群, 放牧; vi. 聚在一起	cet4 cet6 gre ielts ky toefl
herder	'h\\\\:dә(r)	n. 牧人, (美)(非正式)监狱看守; [计] 首部, 首标, 标题, 头标, 报头, 管座, 端板	toefl
herdsman	'hә:dzmәn	n. 牧人, 牧主	gre
here	hiә	adv. 在这里, 此时, 这里; n. 这里	gk zk
hereditary	hi'reditәri	a. 世袭的, 遗传的; [医] 遗传的	gre ielts
heredity	hi'rediti	n. 遗传, 形质遗传; [医] 遗传	toefl
heresy	'herәsi	n. 异端, 异教; [法] 异端邪说, 异教, 信奉异教	gre toefl
heretic	'herәtik	n. 异教徒, 异端者	gre
heretical	hi'retikәl	a. 异教的, 异端的	gre
heritage	'heritidʒ	n. 遗产, 祖先遗留物, 继承物; [医] 遗传性	cet6 ielts ky toefl
hermetic	hә:'metik	a. 奥妙的, 密封的, 不透气的, 不漏气的, 与外界隔绝的; [计] 全密封的	gre
hermit	'hә:mit	n. 隐士, 隐居者	gre toefl
hero	'hiәrәu	n. 英雄, 超越常人者, 男主角	cet4 cet6 gk ielts ky zk
heroic	hi'rәuik	a. 英勇的, 英雄式的, 壮丽雄伟的; n. 英雄诗, 史诗, 英勇行为	cet4 cet6 ky
heroin	'herәuin	n. 海洛因, 吗啡; [化] 海洛因; 二醋吗啡; 二乙酰吗啡	ky
heroine	'herәuin	n. 巾帼英雄, 烈妇, 女主角; [化] 海洛因; 二醋吗啡; 二乙酰吗啡	cet4 cet6 gk ielts ky
heroism	'herәuizm	n. 英勇, 勇敢事迹, 豪侠行为	toefl
herpetologist		n. 爬虫学者	gre
hers	hә:z	pron. 她的	gk zk
herself	hә:'self	pron. 她自己, 她亲自	gk zk
hesitate	'heziteit	vi. 犹豫, 迟疑, 踌躇, 支吾, 停顿	cet4 cet6 ky toefl
heterodox	'hetәrәdɒks	a. 非正统的, 异端的	gre
heterogeneous	.hetәrәu'dʒi:njәs	a. 异种的, 异质的, 由不同成分形成的; [医] 不均匀的, 多相的, 异质的	gre toefl
hew	hju:	vt. 砍, 砍倒, 砍成; vi. 砍, 劈, 坚持	gre toefl
hexagon	'heksәgәn	n. 六角形, 六边形; [机] 六角, 六角形, 六角边	gre toefl
hey	hei	interj. 嗨	gk
heyday	'heidei	n. 全盛期; interj. 嘿	gre toefl
hi	hai	interj. 喂	gk
